%    Berkeley, CA, station ID  74506003
% T	VER	NOAA NCDC GHCN v2 adjusted mean temp
% months since 1960-01-01	unitless	Celsius_scale
    -346.500	           0	    13.10000
    -345.500	           0	    13.60000
    -344.500	           0	    14.10000
    -343.500	           0	    16.10000
    -342.500	           0	    16.80000
    -341.500	           0	    17.20000
    -340.500	           0	    16.00000
    -339.500	           0	    16.00000
    -338.500	           0	    14.50000
    -337.500	           0	    11.00000
    -336.500	           0	     9.10000
    -335.500	           0	     8.90000
    -334.500	           0	    10.10000
    -333.500	           0	    12.80000
    -332.500	           0	    12.00000
    -331.500	           0	    13.60000
    -330.500	           0	    15.00000
    -329.500	           0	    16.10000
    -328.500	           0	    16.20000
    -327.500	           0	    16.40000
    -326.500	           0	    15.80000
    -325.500	           0	    15.30000
    -324.500	           0	     8.20000
    -323.500	           0	     8.00000
    -322.500	           0	     9.80000
    -321.500	           0	    11.90000
    -320.500	           0	    12.00000
    -319.500	           0	    11.70000
    -318.500	           0	    14.50000
    -317.500	           0	    15.60000
    -316.500	           0	    15.70000
    -315.500	           0	    15.20000
    -314.500	           0	    16.00000
    -313.500	           0	    14.50000
    -312.500	           0	    10.30000
    -311.500	           0	    10.90000
    -310.500	           0	    12.30000
    -309.500	           0	    14.70000
    -308.500	           0	    14.00000
    -307.500	           0	    15.00000
    -306.500	           0	    15.80000
    -305.500	           0	    16.20000
    -304.500	           0	    16.50000
    -303.500	           0	    16.70000
    -302.500	           0	    15.60000
    -301.500	           0	    13.30000
    -300.500	           0	    11.30000
    -299.500	           0	     9.80000
    -298.500	           0	    11.30000
    -297.500	           0	     9.90000
    -296.500	           0	    13.50000
    -295.500	           0	    13.50000
    -294.500	           0	    16.50000
    -293.500	           0	    15.80000
    -292.500	           0	    15.80000
    -291.500	           0	    14.90000
    -290.500	           0	    14.70000
    -289.500	           0	    11.60000
    -288.500	           0	    11.10000
    -287.500	           0	    11.20000
    -286.500	           0	    10.90000
    -285.500	           0	    12.60000
    -284.500	           0	    13.20000
    -283.500	           0	    15.50000
    -282.500	           0	    17.10000
    -281.500	           0	    16.90000
    -280.500	           0	    16.40000
    -279.500	           0	    17.10000
    -278.500	           0	    16.20000
    -277.500	           0	    13.30000
    -276.500	           0	    10.10000
    -275.500	           0	     5.60000
    -274.500	           0	     9.30000
    -273.500	           0	    11.60000
    -272.500	           0	    11.90000
    -271.500	           0	    13.90000
    -270.500	           0	    16.50000
    -269.500	           0	    16.20000
    -268.500	           0	    16.50000
    -267.500	           0	    16.20000
    -266.500	           0	    16.50000
    -265.500	           0	    13.40000
    -264.500	           0	    11.50000
    -263.500	           0	    10.50000
    -262.500	           0	    10.80000
    -261.500	           0	    10.10000
    -260.500	           0	    12.00000
    -259.500	           0	    13.70000
    -258.500	           0	    14.90000
    -257.500	           0	    16.10000
    -256.500	           0	    16.70000
    -255.500	           0	    16.50000
    -254.500	           0	    15.50000
    -253.500	           0	    12.70000
    -252.500	           0	    11.70000
    -251.500	           0	    10.20000
    -250.500	           0	    10.00000
    -249.500	           0	    10.50000
    -248.500	           0	    13.10000
    -247.500	           0	    13.70000
    -246.500	           0	    15.40000
    -245.500	           0	    16.20000
    -244.500	           0	    16.50000
    -243.500	           0	    18.30000
    -242.500	           0	    16.40000
    -241.500	           0	    13.90000
    -240.500	           0	    12.30000
    -239.500	           0	    11.00000
    -238.500	           0	    12.30000
    -237.500	           0	    13.00000
    -236.500	           0	    13.70000
    -235.500	           0	    14.10000
    -234.500	           0	    15.50000
    -233.500	           0	    16.60000
    -232.500	           0	    16.30000
    -231.500	           0	    17.20000
    -230.500	           0	    15.90000
    -229.500	           0	    12.50000
    -228.500	           0	    12.10000
    -227.500	           0	    11.20000
    -226.500	           0	    12.30000
    -225.500	           0	    13.90000
    -224.500	           0	    12.50000
    -223.500	           0	    15.70000
    -222.500	           0	    16.40000
    -221.500	           0	    16.70000
    -220.500	           0	    17.20000
    -219.500	           0	    17.20000
    -218.500	           0	    15.30000
    -217.500	           0	    13.70000
    -216.500	           0	    10.90000
    -215.500	           0	    10.40000
    -214.500	           0	    11.00000
    -213.500	           0	    12.00000
    -212.500	           0	    12.10000
    -211.500	           0	    13.20000
    -210.500	           0	    16.00000
    -209.500	           0	    16.80000
    -208.500	           0	    15.80000
    -207.500	           0	    15.50000
    -206.500	           0	    15.70000
    -205.500	           0	    12.10000
    -204.500	           0	    11.10000
    -203.500	           0	    10.30000
    -202.500	           0	    12.80000
    -201.500	           0	    12.50000
    -200.500	           0	    13.30000
    -199.500	           0	    15.10000
    -198.500	           0	    15.00000
    -197.500	           0	    16.40000
    -196.500	           0	    16.90000
    -195.500	           0	    17.30000
    -194.500	           0	    15.70000
    -193.500	           0	    14.20000
    -192.500	           0	    11.60000
    -191.500	           0	    10.60000
    -190.500	           0	    10.30000
    -189.500	           0	    12.50000
    -188.500	           0	    11.20000
    -187.500	           0	    13.40000
    -186.500	           0	    15.10000
    -185.500	           0	    14.90000
    -184.500	           0	    16.40000
    -183.500	           0	    16.30000
    -182.500	           0	    15.70000
    -181.500	           0	    11.80000
    -180.500	           0	    11.80000
    -179.500	           0	     9.60000
    -178.500	           0	    11.90000
    -177.500	           0	    10.30000
    -176.500	           0	    13.20000
    -175.500	           0	    12.70000
    -174.500	           0	    17.30000
    -173.500	           0	    16.50000
    -172.500	           0	    16.20000
    -171.500	           0	    17.10000
    -170.500	           0	    15.80000
    -169.500	           0	    12.20000
    -168.500	           0	    10.80000
    -167.500	           0	     9.90000
    -166.500	           0	    10.00000
    -165.500	           0	    11.10000
    -164.500	           0	    12.60000
    -163.500	           0	    12.90000
    -162.500	           0	    15.70000
    -161.500	           0	    17.00000
    -160.500	           0	    15.70000
    -159.500	           0	    17.00000
    -158.500	           0	    15.30000
    -157.500	           0	    11.60000
    -156.500	           0	    10.20000
    -155.500	           0	     7.90000
    -154.500	           0	    11.70000
    -153.500	           0	    12.60000
    -152.500	           0	    14.40000
    -151.500	           0	    15.40000
    -150.500	           0	    18.20000
    -149.500	           0	    19.10000
    -148.500	           0	    18.60000
    -147.500	           0	    17.90000
    -146.500	           0	    16.40000
    -145.500	           0	    11.70000
    -144.500	           0	     9.90000
    -143.500	           0	    11.50000
    -142.500	           0	     9.70000
    -141.500	           0	     9.80000
